District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
27,4,2023,Asian,583,460,95,16.3,114,19.6,249,42.7,125,21.4,374,64.2
27,4,2023,Black,460,442,169,36.7,118,25.7,137,29.8,36,7.8,173,37.6
27,4,2023,Hispanic,1249,448,334,26.7,340,27.2,436,34.9,139,11.1,575,46.0
27,4,2023,Multi-Racial,42,453,6,14.3,13,31.0,18,42.9,5,11.9,23,54.8
27,4,2023,Native American,186,457,38,20.4,43,23.1,71,38.2,34,18.3,105,56.5
27,4,2023,White,261,458,38,14.6,52,19.9,124,47.5,47,18.0,171,65.5
27,5,2023,Asian,587,460,82,14.0,135,23.0,223,38.0,147,25.0,370,63.0
27,5,2023,Black,551,438,249,45.2,144,26.1,123,22.3,35,6.4,158,28.7
27,5,2023,Hispanic,1210,446,370,30.6,324,26.8,379,31.3,137,11.3,516,42.6
27,5,2023,Multi-Racial,32,455,8,25.0,6,18.8,10,31.3,8,25.0,18,56.3
27,5,2023,Native American,179,454,32,17.9,50,27.9,66,36.9,31,17.3,97,54.2
27,5,2023,White,266,455,49,18.4,65,24.4,101,38.0,51,19.2,152,57.1
27,6,2023,Asian,684,457,137,20.0,160,23.4,232,33.9,155,22.7,387,56.6
27,6,2023,Black,630,438,250,39.7,221,35.1,140,22.2,19,3.0,159,25.2
27,6,2023,Hispanic,1272,441,479,37.7,372,29.2,354,27.8,67,5.3,421,33.1
27,6,2023,Multi-Racial,31,443,9,29.0,10,32.3,11,35.5,1,3.2,12,38.7
27,6,2023,Native American,145,444,54,37.2,37,25.5,40,27.6,14,9.7,54,37.2
27,6,2023,White,252,452,44,17.5,75,29.8,104,41.3,29,11.5,133,52.8
27,7,2023,Asian,703,462,85,12.1,168,23.9,207,29.4,243,34.6,450,64.0
27,7,2023,Black,619,442,207,33.4,196,31.7,156,25.2,60,9.7,216,34.9
27,7,2023,Hispanic,1270,447,316,24.9,406,32.0,379,29.8,169,13.3,548,43.1
27,7,2023,Multi-Racial,22,445,5,22.7,8,36.4,7,31.8,2,9.1,9,40.9
27,7,2023,Native American,147,453,29,19.7,41,27.9,47,32.0,30,20.4,77,52.4
27,7,2023,White,267,461,31,11.6,63,23.6,88,33.0,85,31.8,173,64.8
27,8,2023,Asian,200,443,78,39.0,48,24.0,57,28.5,17,8.5,74,37.0
27,8,2023,Black,427,433,258,60.4,75,17.6,79,18.5,15,3.5,94,22.0
27,8,2023,Hispanic,465,437,238,51.2,91,19.6,118,25.4,18,3.9,136,29.2
27,8,2023,Multi-Racial,9,440,3,33.3,3,33.3,3,33.3,0,0.0,3,33.3
27,8,2023,Native American,63,443,27,42.9,8,12.7,26,41.3,2,3.2,28,44.4
27,8,2023,White,82,454,23,28.0,16,19.5,23,28.0,20,24.4,43,52.4
27,All Grades,2023,Asian,3320,460,516,15.5,748,22.5,1215,36.6,841,25.3,2056,61.9
27,All Grades,2023,Black,3120,439,1232,39.5,923,29.6,763,24.5,202,6.5,965,30.9
27,All Grades,2023,Hispanic,6653,446,1922,28.9,1951,29.3,2096,31.5,684,10.3,2780,41.8
27,All Grades,2023,Multi-Racial,159,451,34,21.4,46,28.9,58,36.5,21,13.2,79,49.7
27,All Grades,2023,Native American,876,453,194,22.1,214,24.4,319,36.4,149,17.0,468,53.4
27,All Grades,2023,White,1378,457,209,15.2,335,24.3,554,40.2,280,20.3,834,60.5
27,3,2022,Asian,570,603,97,17.0,119,20.9,194,34.0,160,28.1,354,62.1
27,3,2022,Black,464,588,214,46.1,103,22.2,103,22.2,44,9.5,147,31.7
27,3,2022,Hispanic,1184,592,392,33.1,315,26.6,332,28.0,145,12.2,477,40.3
27,3,2022,Multi-Racial,41,596,11,26.8,10,24.4,17,41.5,3,7.3,20,48.8
27,3,2022,Native American,165,600,32,19.4,42,25.5,49,29.7,42,25.5,91,55.2
27,3,2022,White,260,602,45,17.3,49,18.8,101,38.8,65,25.0,166,63.8
27,4,2022,Asian,575,602,111,19.3,149,25.9,141,24.5,174,30.3,315,54.8
27,4,2022,Black,558,584,300,53.8,144,25.8,70,12.5,44,7.9,114,20.4
27,4,2022,Hispanic,1177,591,470,39.9,318,27.0,244,20.7,145,12.3,389,33.1
27,4,2022,Multi-Racial,37,595,13,35.1,8,21.6,7,18.9,9,24.3,16,43.2
27,4,2022,Native American,187,598,45,24.1,58,31.0,43,23.0,41,21.9,84,44.9
27,4,2022,White,272,601,55,20.2,64,23.5,78,28.7,75,27.6,153,56.3
27,5,2022,Asian,616,604,154,25.0,124,20.1,136,22.1,202,32.8,338,54.9
27,5,2022,Black,566,584,363,64.1,98,17.3,69,12.2,36,6.4,105,18.6
27,5,2022,Hispanic,1218,591,585,48.0,326,26.8,178,14.6,129,10.6,307,25.2
27,5,2022,Multi-Racial,30,598,9,30.0,9,30.0,8,26.7,4,13.3,12,40.0
27,5,2022,Native American,140,594,64,45.7,29,20.7,26,18.6,21,15.0,47,33.6
27,5,2022,White,282,598,94,33.3,78,27.7,55,19.5,55,19.5,110,39.0
27,6,2022,Asian,690,600,211,30.6,185,26.8,148,21.4,146,21.2,294,42.6
27,6,2022,Black,575,585,342,59.5,144,25.0,64,11.1,25,4.3,89,15.5
27,6,2022,Hispanic,1258,590,641,51.0,343,27.3,188,14.9,86,6.8,274,21.8
27,6,2022,Multi-Racial,28,595,12,42.9,8,28.6,3,10.7,5,17.9,8,28.6
27,6,2022,Native American,142,591,70,49.3,33,23.2,24,16.9,15,10.6,39,27.5
27,6,2022,White,276,598,88,31.9,81,29.3,62,22.5,45,16.3,107,38.8
27,7,2022,Asian,777,603,200,25.7,209,26.9,176,22.7,192,24.7,368,47.4
27,7,2022,Black,698,588,376,53.9,209,29.9,76,10.9,37,5.3,113,16.2
27,7,2022,Hispanic,1309,592,623,47.6,404,30.9,190,14.5,92,7.0,282,21.5
27,7,2022,Multi-Racial,29,602,7,24.1,7,24.1,8,27.6,7,24.1,15,51.7
27,7,2022,Native American,120,596,50,41.7,29,24.2,28,23.3,13,10.8,41,34.2
27,7,2022,White,285,602,74,26.0,93,32.6,69,24.2,49,17.2,118,41.4
27,8,2022,Asian,373,600,149,39.9,104,27.9,59,15.8,61,16.4,120,32.2
27,8,2022,Black,345,585,234,67.8,85,24.6,21,6.1,5,1.4,26,7.5
27,8,2022,Hispanic,631,589,405,64.2,154,24.4,48,7.6,24,3.8,72,11.4
27,8,2022,Multi-Racial,15,594,8,53.3,3,20.0,4,26.7,0,0.0,4,26.7
27,8,2022,Native American,87,594,50,57.5,19,21.8,12,13.8,6,6.9,18,20.7
27,8,2022,White,104,595,49,47.1,32,30.8,18,17.3,5,4.8,23,22.1
27,All Grades,2022,Asian,3601,602,922,25.6,890,24.7,854,23.7,935,26.0,1789,49.7
27,All Grades,2022,Black,3206,586,1829,57.0,783,24.4,403,12.6,191,6.0,594,18.5
27,All Grades,2022,Hispanic,6777,591,3116,46.0,1860,27.4,1180,17.4,621,9.2,1801,26.6
27,All Grades,2022,Multi-Racial,180,597,60,33.3,45,25.0,47,26.1,28,15.6,75,41.7
27,All Grades,2022,Native American,841,596,311,37.0,210,25.0,182,21.6,138,16.4,320,38.0
27,All Grades,2022,White,1479,600,405,27.4,397,26.8,383,25.9,294,19.9,677,45.8
27,3,2019,Asian,670,606,82,12.2,125,18.7,229,34.2,234,34.9,463,69.1
27,3,2019,Black,604,593,204,33.8,161,26.7,162,26.8,77,12.7,239,39.6
27,3,2019,Hispanic,1447,599,283,19.6,407,28.1,465,32.1,292,20.2,757,52.3
27,3,2019,Multi-Racial,18,596,3,16.7,6,33.3,7,38.9,2,11.1,9,50.0
27,3,2019,Native American,172,602,28,16.3,49,28.5,59,34.3,36,20.9,95,55.2
27,3,2019,White,350,605,40,11.4,75,21.4,130,37.1,105,30.0,235,67.1
27,4,2019,Asian,721,609,80,11.1,156,21.6,191,26.5,294,40.8,485,67.3
27,4,2019,Black,759,592,291,38.3,223,29.4,158,20.8,87,11.5,245,32.3
27,4,2019,Hispanic,1468,598,359,24.5,432,29.4,360,24.5,317,21.6,677,46.1
27,4,2019,Multi-Racial,28,611,3,10.7,4,14.3,8,28.6,13,46.4,21,75.0
27,4,2019,Native American,156,605,24,15.4,36,23.1,44,28.2,52,33.3,96,61.5
27,4,2019,White,385,606,49,12.7,95,24.7,107,27.8,134,34.8,241,62.6
27,5,2019,Asian,805,609,129,16.0,151,18.8,202,25.1,323,40.1,525,65.2
27,5,2019,Black,742,591,363,48.9,185,24.9,119,16.0,75,10.1,194,26.1
27,5,2019,Hispanic,1448,598,478,33.0,381,26.3,317,21.9,272,18.8,589,40.7
27,5,2019,Multi-Racial,38,601,10,26.3,9,23.7,7,18.4,12,31.6,19,50.0
27,5,2019,Native American,163,603,39,23.9,41,25.2,40,24.5,43,26.4,83,50.9
27,5,2019,White,332,606,63,19.0,64,19.3,94,28.3,111,33.4,205,61.7
27,6,2019,Asian,956,606,169,17.7,238,24.9,248,25.9,301,31.5,549,57.4
27,6,2019,Black,844,591,413,48.9,199,23.6,145,17.2,87,10.3,232,27.5
27,6,2019,Hispanic,1411,594,552,39.1,414,29.3,277,19.6,168,11.9,445,31.5
27,6,2019,Multi-Racial,23,599,8,34.8,4,17.4,4,17.4,7,30.4,11,47.8
27,6,2019,Native American,108,599,35,32.4,27,25.0,26,24.1,20,18.5,46,42.6
27,6,2019,White,374,605,72,19.3,96,25.7,98,26.2,108,28.9,206,55.1
27,7,2019,Asian,1001,606,194,19.4,285,28.5,246,24.6,276,27.6,522,52.1
27,7,2019,Black,783,593,340,43.4,238,30.4,147,18.8,58,7.4,205,26.2
27,7,2019,Hispanic,1329,595,526,39.6,417,31.4,234,17.6,152,11.4,386,29.0
27,7,2019,Multi-Racial,15,604,5,33.3,2,13.3,4,26.7,4,26.7,8,53.3
27,7,2019,Native American,100,596,42,42.0,29,29.0,18,18.0,11,11.0,29,29.0
27,7,2019,White,354,608,70,19.8,74,20.9,91,25.7,119,33.6,210,59.3
27,8,2019,Asian,376,600,133,35.4,115,30.6,91,24.2,37,9.8,128,34.0
27,8,2019,Black,552,588,335,60.7,142,25.7,58,10.5,17,3.1,75,13.6
27,8,2019,Hispanic,796,592,411,51.6,243,30.5,111,13.9,31,3.9,142,17.8
27,8,2019,Multi-Racial,7,596,5,71.4,0,0.0,1,14.3,1,14.3,2,28.6
27,8,2019,Native American,104,588,70,67.3,17,16.3,12,11.5,5,4.8,17,16.3
27,8,2019,White,123,594,63,51.2,35,28.5,15,12.2,10,8.1,25,20.3
27,All Grades,2019,Asian,4529,607,787,17.4,1070,23.6,1207,26.7,1465,32.3,2672,59.0
27,All Grades,2019,Black,4284,592,1946,45.4,1148,26.8,789,18.4,401,9.4,1190,27.8
27,All Grades,2019,Hispanic,7899,597,2609,33.0,2294,29.0,1764,22.3,1232,15.6,2996,37.9
27,All Grades,2019,Multi-Racial,129,602,34,26.4,25,19.4,31,24.0,39,30.2,70,54.3
27,All Grades,2019,Native American,803,600,238,29.6,199,24.8,199,24.8,167,20.8,366,45.6
27,All Grades,2019,White,1918,605,357,18.6,439,22.9,535,27.9,587,30.6,1122,58.5
27,3,2018,Asian,727,607,93,12.8,135,18.6,244,33.6,255,35.1,499,68.6
27,3,2018,Black,747,593,254,34.0,223,29.9,186,24.9,84,11.2,270,36.1
27,3,2018,Hispanic,1446,597,398,27.5,355,24.6,437,30.2,256,17.7,693,47.9
27,3,2018,Multi-Racial,29,601,5,17.2,9,31.0,6,20.7,9,31.0,15,51.7
27,3,2018,Native American,170,602,32,18.8,42,24.7,54,31.8,42,24.7,96,56.5
27,3,2018,White,394,605,52,13.2,83,21.1,145,36.8,114,28.9,259,65.7
27,4,2018,Asian,829,608,98,11.8,189,22.8,208,25.1,334,40.3,542,65.4
27,4,2018,Black,758,591,308,40.6,238,31.4,135,17.8,77,10.2,212,28.0
27,4,2018,Hispanic,1434,598,381,26.6,435,30.3,352,24.5,266,18.5,618,43.1
27,4,2018,Multi-Racial,31,607,5,16.1,7,22.6,8,25.8,11,35.5,19,61.3
27,4,2018,Native American,155,604,21,13.5,52,33.5,39,25.2,43,27.7,82,52.9
27,4,2018,White,342,607,44,12.9,77,22.5,97,28.4,124,36.3,221,64.6
27,5,2018,Asian,856,607,156,18.2,224,26.2,226,26.4,250,29.2,476,55.6
27,5,2018,Black,803,590,416,51.8,210,26.2,122,15.2,55,6.8,177,22.0
27,5,2018,Hispanic,1442,598,494,34.3,432,30.0,312,21.6,204,14.1,516,35.8
27,5,2018,Multi-Racial,25,599,8,32.0,7,28.0,6,24.0,4,16.0,10,40.0
27,5,2018,Native American,136,600,42,30.9,34,25.0,31,22.8,29,21.3,60,44.1
27,5,2018,White,407,604,83,20.4,107,26.3,107,26.3,110,27.0,217,53.3
27,6,2018,Asian,954,603,220,23.1,269,28.2,226,23.7,239,25.1,465,48.7
27,6,2018,Black,792,589,426,53.8,220,27.8,101,12.8,45,5.7,146,18.4
27,6,2018,Hispanic,1320,593,562,42.6,406,30.8,239,18.1,113,8.6,352,26.7
27,6,2018,Multi-Racial,16,602,6,37.5,1,6.3,4,25.0,5,31.3,9,56.3
27,6,2018,Native American,107,596,35,32.7,38,35.5,24,22.4,10,9.3,34,31.8
27,6,2018,White,353,605,72,20.4,81,22.9,97,27.5,103,29.2,200,56.7
27,7,2018,Asian,942,605,203,21.5,241,25.6,247,26.2,251,26.6,498,52.9
27,7,2018,Black,778,590,411,52.8,207,26.6,113,14.5,47,6.0,160,20.6
27,7,2018,Hispanic,1323,594,546,41.3,399,30.2,250,18.9,128,9.7,378,28.6
27,7,2018,Multi-Racial,13,606,3,23.1,5,38.5,2,15.4,3,23.1,5,38.5
27,7,2018,Native American,151,593,69,45.7,34,22.5,33,21.9,15,9.9,48,31.8
27,7,2018,White,395,605,88,22.3,88,22.3,119,30.1,100,25.3,219,55.4
27,8,2018,Asian,232,599,85,36.6,86,37.1,50,21.6,11,4.7,61,26.3
27,8,2018,Black,410,587,269,65.6,107,26.1,28,6.8,6,1.5,34,8.3
27,8,2018,Hispanic,691,591,397,57.5,206,29.8,66,9.6,22,3.2,88,12.7
27,8,2018,Multi-Racial,11,601,3,27.3,4,36.4,3,27.3,1,9.1,4,36.4
27,8,2018,Native American,45,592,20,44.4,16,35.6,8,17.8,1,2.2,9,20.0
27,8,2018,White,173,599,65,37.6,51,29.5,41,23.7,16,9.2,57,32.9
27,All Grades,2018,Asian,4540,606,855,18.8,1144,25.2,1201,26.5,1340,29.5,2541,56.0
27,All Grades,2018,Black,4288,590,2084,48.6,1205,28.1,685,16.0,314,7.3,999,23.3
27,All Grades,2018,Hispanic,7656,596,2778,36.3,2233,29.2,1656,21.6,989,12.9,2645,34.5
27,All Grades,2018,Multi-Racial,125,603,30,24.0,33,26.4,29,23.2,33,26.4,62,49.6
27,All Grades,2018,Native American,764,599,219,28.7,216,28.3,189,24.7,140,18.3,329,43.1
27,All Grades,2018,White,2064,605,404,19.6,487,23.6,606,29.4,567,27.5,1173,56.8
28,3,2025,Asian,671,475,26,3.9,80,11.9,258,38.5,307,45.8,565,84.2
28,3,2025,Black,261,457,29,11.1,59,22.6,131,50.2,42,16.1,173,66.3
28,3,2025,Hispanic,677,453,127,18.8,178,26.3,254,37.5,118,17.4,372,54.9
28,3,2025,Multi-Racial,76,484,1,1.3,2,2.6,34,44.7,39,51.3,73,96.1
28,3,2025,Native American,84,471,4,4.8,6,7.1,44,52.4,30,35.7,74,88.1
28,3,2025,White,279,474,7,2.5,42,15.1,123,44.1,107,38.4,230,82.4
28,4,2025,Asian,642,478,31,4.8,66,10.3,236,36.8,309,48.1,545,84.9
28,4,2025,Black,274,457,48,17.5,59,21.5,128,46.7,39,14.2,167,60.9
28,4,2025,Hispanic,653,453,134,20.5,184,28.2,226,34.6,109,16.7,335,51.3
28,4,2025,Multi-Racial,74,476,4,5.4,3,4.1,40,54.1,27,36.5,67,90.5
28,4,2025,Native American,98,464,11,11.2,22,22.4,34,34.7,31,31.6,65,66.3
28,4,2025,White,272,472,17,6.3,33,12.1,129,47.4,93,34.2,222,81.6
28,5,2025,Asian,675,472,51,7.6,95,14.1,239,35.4,290,43.0,529,78.4
28,5,2025,Black,324,451,78,24.1,81,25.0,117,36.1,48,14.8,165,50.9
28,5,2025,Hispanic,668,449,185,27.7,164,24.6,228,34.1,91,13.6,319,47.8
28,5,2025,Multi-Racial,90,475,5,5.6,10,11.1,31,34.4,44,48.9,75,83.3
28,5,2025,Native American,80,461,6,7.5,15,18.8,46,57.5,13,16.3,59,73.8
28,5,2025,White,288,467,33,11.5,43,14.9,106,36.8,106,36.8,212,73.6
28,6,2025,Asian,627,469,71,11.3,92,14.7,230,36.7,234,37.3,464,74.0
28,6,2025,Black,348,441,128,36.8,103,29.6,100,28.7,17,4.9,117,33.6
28,6,2025,Hispanic,697,445,223,32.0,198,28.4,204,29.3,72,10.3,276,39.6
28,6,2025,Multi-Racial,70,483,4,5.7,5,7.1,22,31.4,39,55.7,61,87.1
28,6,2025,Native American,94,452,20,21.3,28,29.8,34,36.2,12,12.8,46,48.9
28,6,2025,White,254,473,18,7.1,41,16.1,93,36.6,102,40.2,195,76.8
28,7,2025,Asian,664,471,59,8.9,117,17.6,161,24.2,327,49.2,488,73.5
28,7,2025,Black,407,448,84,20.6,132,32.4,124,30.5,67,16.5,191,46.9
28,7,2025,Hispanic,682,450,149,21.8,229,33.6,173,25.4,131,19.2,304,44.6
28,7,2025,Multi-Racial,64,479,2,3.1,11,17.2,12,18.8,39,60.9,51,79.7
28,7,2025,Native American,80,455,14,17.5,18,22.5,29,36.3,19,23.8,48,60.0
28,7,2025,White,261,473,17,6.5,43,16.5,74,28.4,127,48.7,201,77.0
28,8,2025,Asian,86,456,23,26.7,15,17.4,28,32.6,20,23.3,48,55.8
28,8,2025,Black,170,440,89,52.4,25,14.7,40,23.5,16,9.4,56,32.9
28,8,2025,Hispanic,112,435,70,62.5,16,14.3,18,16.1,8,7.1,26,23.2
28,8,2025,Multi-Racial,6,437,3,50.0,1,16.7,2,33.3,0,0.0,2,33.3
28,8,2025,Native American,19,450,6,31.6,3,15.8,6,31.6,4,21.1,10,52.6
28,8,2025,White,32,442,12,37.5,8,25.0,12,37.5,0,0.0,12,37.5
28,All Grades,2025,Asian,3365,473,261,7.8,465,13.8,1152,34.2,1487,44.2,2639,78.4
28,All Grades,2025,Black,1784,449,456,25.6,459,25.7,640,35.9,229,12.8,869,48.7
28,All Grades,2025,Hispanic,3489,449,888,25.5,969,27.8,1103,31.6,529,15.2,1632,46.8
28,All Grades,2025,Multi-Racial,380,479,19,5.0,32,8.4,141,37.1,188,49.5,329,86.6
28,All Grades,2025,Native American,455,460,61,13.4,92,20.2,193,42.4,109,24.0,302,66.4
28,All Grades,2025,White,1386,471,104,7.5,210,15.2,537,38.7,535,38.6,1072,77.3
28,3,2024,Asian,656,469,39,5.9,101,15.4,275,41.9,241,36.7,516,78.7
28,3,2024,Black,319,448,47,14.7,120,37.6,122,38.2,30,9.4,152,47.6
28,3,2024,Hispanic,708,446,120,16.9,281,39.7,233,32.9,74,10.5,307,43.4
28,3,2024,Multi-Racial,78,465,8,10.3,13,16.7,35,44.9,22,28.2,57,73.1
28,3,2024,Native American,101,456,14,13.9,22,21.8,44,43.6,21,20.8,65,64.4
28,3,2024,White,305,461,19,6.2,77,25.2,138,45.2,71,23.3,209,68.5
28,4,2024,Asian,700,476,52,7.4,81,11.6,233,33.3,334,47.7,567,81.0
28,4,2024,Black,323,455,74,22.9,68,21.1,122,37.8,59,18.3,181,56.0
28,4,2024,Hispanic,703,450,195,27.7,161,22.9,247,35.1,100,14.2,347,49.4
28,4,2024,Multi-Racial,105,481,7,6.7,8,7.6,35,33.3,55,52.4,90,85.7
28,4,2024,Native American,84,465,11,13.1,12,14.3,38,45.2,23,27.4,61,72.6
28,4,2024,White,314,470,34,10.8,50,15.9,106,33.8,124,39.5,230,73.2
28,5,2024,Asian,635,471,67,10.6,82,12.9,224,35.3,262,41.3,486,76.5
28,5,2024,Black,351,441,136,38.7,92,26.2,99,28.2,24,6.8,123,35.0
28,5,2024,Hispanic,603,449,178,29.5,145,24.0,198,32.8,82,13.6,280,46.4
28,5,2024,Multi-Racial,76,473,7,9.2,8,10.5,25,32.9,36,47.4,61,80.3
28,5,2024,Native American,91,456,18,19.8,19,20.9,39,42.9,15,16.5,54,59.3
28,5,2024,White,277,467,35,12.6,36,13.0,113,40.8,93,33.6,206,74.4
28,6,2024,Asian,651,467,92,14.1,98,15.1,252,38.7,209,32.1,461,70.8
28,6,2024,Black,396,440,141,35.6,134,33.8,101,25.5,20,5.1,121,30.6
28,6,2024,Hispanic,726,441,309,42.6,163,22.5,192,26.4,62,8.5,254,35.0
28,6,2024,Multi-Racial,65,472,7,10.8,9,13.8,24,36.9,25,38.5,49,75.4
28,6,2024,Native American,77,448,15,19.5,23,29.9,34,44.2,5,6.5,39,50.6
28,6,2024,White,295,470,24,8.1,40,13.6,122,41.4,109,36.9,231,78.3
28,7,2024,Asian,615,472,60,9.8,104,16.9,159,25.9,292,47.5,451,73.3
28,7,2024,Black,420,445,111,26.4,146,34.8,107,25.5,56,13.3,163,38.8
28,7,2024,Hispanic,708,444,213,30.1,232,32.8,181,25.6,82,11.6,263,37.1
28,7,2024,Multi-Racial,63,476,5,7.9,7,11.1,18,28.6,33,52.4,51,81.0
28,7,2024,Native American,73,450,14,19.2,24,32.9,22,30.1,13,17.8,35,47.9
28,7,2024,White,273,471,23,8.4,46,16.8,79,28.9,125,45.8,204,74.7
28,8,2024,Asian,107,451,29,27.1,26,24.3,33,30.8,19,17.8,52,48.6
28,8,2024,Black,213,440,108,50.7,37,17.4,48,22.5,20,9.4,68,31.9
28,8,2024,Hispanic,149,439,69,46.3,32,21.5,37,24.8,11,7.4,48,32.2
28,8,2024,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
28,8,2024,Native American,22,s,s,s,s,s,s,s,s,s,s,s
28,8,2024,White,46,444,16,34.8,12,26.1,14,30.4,4,8.7,18,39.1
28,All Grades,2024,Asian,3364,470,339,10.1,492,14.6,1176,35.0,1357,40.3,2533,75.3
28,All Grades,2024,Black,2022,445,617,30.5,597,29.5,599,29.6,209,10.3,808,40.0
28,All Grades,2024,Hispanic,3597,446,1084,30.1,1014,28.2,1088,30.2,411,11.4,1499,41.7
28,All Grades,2024,Multi-Racial,392,s,s,s,s,s,s,s,s,s,s,s
28,All Grades,2024,Native American,448,s,s,s,s,s,s,s,s,s,s,s
28,All Grades,2024,White,1510,467,151,10.0,261,17.3,572,37.9,526,34.8,1098,72.7
28,3,2023,Asian,726,468,41,5.6,130,17.9,293,40.4,262,36.1,555,76.4
28,3,2023,Black,309,451,51,16.5,92,29.8,128,41.4,38,12.3,166,53.7
28,3,2023,Hispanic,674,448,141,20.9,212,31.5,226,33.5,95,14.1,321,47.6
28,3,2023,Multi-Racial,101,470,7,6.9,13,12.9,37,36.6,44,43.6,81,80.2
28,3,2023,Native American,86,462,7,8.1,19,22.1,41,47.7,19,22.1,60,69.8
28,3,2023,White,322,466,20,6.2,59,18.3,138,42.9,105,32.6,243,75.5
28,4,2023,Asian,645,472,49,7.6,91,14.1,241,37.4,264,40.9,505,78.3
28,4,2023,Black,323,446,92,28.5,99,30.7,106,32.8,26,8.0,132,40.9
28,4,2023,Hispanic,644,447,195,30.3,174,27.0,200,31.1,75,11.6,275,42.7
28,4,2023,Multi-Racial,75,477,6,8.0,4,5.3,28,37.3,37,49.3,65,86.7
28,4,2023,Native American,91,459,9,9.9,21,23.1,47,51.6,14,15.4,61,67.0
28,4,2023,White,302,470,31,10.3,41,13.6,119,39.4,111,36.8,230,76.2
28,5,2023,Asian,633,467,80,12.6,108,17.1,206,32.5,239,37.8,445,70.3
28,5,2023,Black,352,443,130,36.9,94,26.7,99,28.1,29,8.2,128,36.4
28,5,2023,Hispanic,650,444,233,35.8,163,25.1,181,27.8,73,11.2,254,39.1
28,5,2023,Multi-Racial,63,465,9,14.3,14,22.2,14,22.2,26,41.3,40,63.5
28,5,2023,Native American,85,456,15,17.6,21,24.7,36,42.4,13,15.3,49,57.6
28,5,2023,White,317,464,46,14.5,62,19.6,103,32.5,106,33.4,209,65.9
28,6,2023,Asian,625,465,88,14.1,115,18.4,227,36.3,195,31.2,422,67.5
28,6,2023,Black,426,439,184,43.2,113,26.5,113,26.5,16,3.8,129,30.3
28,6,2023,Hispanic,673,439,293,43.5,173,25.7,169,25.1,38,5.6,207,30.8
28,6,2023,Multi-Racial,66,465,10,15.2,15,22.7,19,28.8,22,33.3,41,62.1
28,6,2023,Native American,68,445,22,32.4,21,30.9,18,26.5,7,10.3,25,36.8
28,6,2023,White,272,464,39,14.3,46,16.9,112,41.2,75,27.6,187,68.8
28,7,2023,Asian,610,467,54,8.9,120,19.7,180,29.5,256,42.0,436,71.5
28,7,2023,Black,434,442,133,30.6,159,36.6,95,21.9,47,10.8,142,32.7
28,7,2023,Hispanic,655,445,198,30.2,192,29.3,178,27.2,87,13.3,265,40.5
28,7,2023,Multi-Racial,44,477,3,6.8,5,11.4,13,29.5,23,52.3,36,81.8
28,7,2023,Native American,70,452,10,14.3,21,30.0,28,40.0,11,15.7,39,55.7
28,7,2023,White,321,468,32,10.0,53,16.5,105,32.7,131,40.8,236,73.5
28,8,2023,Asian,104,452,35,33.7,16,15.4,32,30.8,21,20.2,53,51.0
28,8,2023,Black,216,441,101,46.8,40,18.5,49,22.7,26,12.0,75,34.7
28,8,2023,Hispanic,164,435,91,55.5,32,19.5,26,15.9,15,9.1,41,25.0
28,8,2023,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
28,8,2023,Native American,32,s,s,s,s,s,s,s,s,s,s,s
28,8,2023,White,61,445,24,39.3,10,16.4,22,36.1,5,8.2,27,44.3
28,All Grades,2023,Asian,3343,467,347,10.4,580,17.3,1179,35.3,1237,37.0,2416,72.3
28,All Grades,2023,Black,2060,443,691,33.5,597,29.0,590,28.6,182,8.8,772,37.5
28,All Grades,2023,Hispanic,3460,444,1151,33.3,946,27.3,980,28.3,383,11.1,1363,39.4
28,All Grades,2023,Multi-Racial,354,s,s,s,s,s,s,s,s,s,s,s
28,All Grades,2023,Native American,432,s,s,s,s,s,s,s,s,s,s,s
28,All Grades,2023,White,1595,465,192,12.0,271,17.0,599,37.6,533,33.4,1132,71.0
28,3,2022,Asian,687,610,83,12.1,86,12.5,213,31.0,305,44.4,518,75.4
28,3,2022,Black,306,590,112,36.6,86,28.1,87,28.4,21,6.9,108,35.3
28,3,2022,Hispanic,597,594,199,33.3,148,24.8,165,27.6,85,14.2,250,41.9
28,3,2022,Multi-Racial,78,615,5,6.4,10,12.8,24,30.8,39,50.0,63,80.8
28,3,2022,Native American,91,602,12,13.2,21,23.1,38,41.8,20,22.0,58,63.7
28,3,2022,White,330,608,38,11.5,56,17.0,109,33.0,127,38.5,236,71.5
28,4,2022,Asian,662,609,104,15.7,112,16.9,153,23.1,293,44.3,446,67.4
28,4,2022,Black,313,588,141,45.0,86,27.5,52,16.6,34,10.9,86,27.5
28,4,2022,Hispanic,627,590,265,42.3,164,26.2,106,16.9,92,14.7,198,31.6
28,4,2022,Multi-Racial,62,608,11,17.7,9,14.5,18,29.0,24,38.7,42,67.7
28,4,2022,Native American,86,600,24,27.9,25,29.1,17,19.8,20,23.3,37,43.0
28,4,2022,White,325,607,54,16.6,69,21.2,72,22.2,130,40.0,202,62.2
28,5,2022,Asian,634,608,116,18.3,128,20.2,130,20.5,260,41.0,390,61.5
28,5,2022,Black,346,589,192,55.5,72,20.8,46,13.3,36,10.4,82,23.7
