Year,Zip_Code,County,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2022,92126,San Diego,Child,85,54.9
2022,92127,San Diego,Child,42,27.7
2022,92128,San Diego,Child,31,33.6
2022,92129,San Diego,Child,47,38.4
2022,92130,San Diego,Child,31,19.3
2022,92131,San Diego,Child,25,27.5
2022,92139,San Diego,Child,64,77.3
2022,92154,San Diego,Child,136,67.3
2022,92173,San Diego,Child,70,90.2
2022,92201,Riverside,Child,78,43.4
2022,92203,Riverside,Child,49,62.1
2022,92220,Riverside,Child,64,91.3
2022,92223,Riverside,Child,105,69.6
2022,92225,Riverside,Child,57,135.6
2022,92227,Imperial,Child,81,100.2
2022,92231,Imperial,Child,38,37.5
2022,92234,Riverside,Child,45,38.7
2022,92236,Riverside,Child,86,59.6
2022,92240,Riverside,Child,93,81.4
2022,92243,Imperial,Child,85,67.2
2022,92251,Imperial,Child,32,48.1
2022,92253,Riverside,Child,19,30.5
2022,92254,Riverside,Child,22,47.2
2022,92260,Riverside,Child,12,29.8
2022,92262,Riverside,Child,19,44.5
2022,92274,Riverside,Child,24,36.7
2022,92277,San Bernardino,Child,20,35.3
2022,92284,San Bernardino,Child,29,54.4
2022,92301,San Bernardino,Child,120,96.5
2022,92307,San Bernardino,Child,85,89.8
2022,92308,San Bernardino,Child,50,51.3
2022,92311,San Bernardino,Child,136,144
2022,92313,San Bernardino,Child,16,56.8
2022,92316,San Bernardino,Child,38,41.7
2022,92324,San Bernardino,Child,118,71.6
2022,92335,San Bernardino,Child,150,52
2022,92336,San Bernardino,Child,124,43
2022,92337,San Bernardino,Child,47,47.6
2022,92344,San Bernardino,Child,32,50.1
2022,92345,San Bernardino,Child,163,69.6
2022,92346,San Bernardino,Child,88,60.6
2022,92354,San Bernardino,Child,33,69.3
2022,92371,San Bernardino,Child,23,68.2
2022,92373,San Bernardino,Child,35,54.7
2022,92374,San Bernardino,Child,43,41.7
2022,92376,San Bernardino,Child,152,58.2
2022,92377,San Bernardino,Child,38,70.7
2022,92392,San Bernardino,Child,158,89.2
2022,92394,San Bernardino,Child,115,92.7
2022,92395,San Bernardino,Child,130,97.8
2022,92399,San Bernardino,Child,44,35
2022,92404,San Bernardino,Child,174,88
2022,92405,San Bernardino,Child,75,80.6
2022,92407,San Bernardino,Child,132,74
2022,92408,San Bernardino,Child,22,51.8
2022,92410,San Bernardino,Child,135,80.2
2022,92411,San Bernardino,Child,71,80.9
2022,92501,Riverside,Child,33,62.8
2022,92503,Riverside,Child,137,55.8
2022,92504,Riverside,Child,68,52.3
2022,92505,Riverside,Child,66,51.2
2022,92506,Riverside,Child,28,30.9
2022,92507,Riverside,Child,92,68.6
2022,92508,Riverside,Child,34,41.3
2022,92509,Riverside,Child,129,59.4
2022,92530,Riverside,Child,124,73.7
2022,92532,Riverside,Child,29,38.5
2022,92543,Riverside,Child,114,123.6
2022,92544,Riverside,Child,80,69.1
2022,92545,Riverside,Child,81,87
2022,92551,Riverside,Child,50,51.3
2022,92553,Riverside,Child,148,63.9
2022,92555,Riverside,Child,71,58.8
2022,92557,Riverside,Child,90,67.9
2022,92562,Riverside,Child,108,72.4
2022,92563,Riverside,Child,121,59.1
2022,92570,Riverside,Child,88,49.3
2022,92571,Riverside,Child,86,45.7
2022,92582,Riverside,Child,33,49.8
2022,92583,Riverside,Child,95,100.3
2022,92584,Riverside,Child,93,54.8
2022,92585,Riverside,Child,56,77.5
2022,92586,Riverside,Child,32,125.3
2022,92587,Riverside,Child,26,64.2
2022,92591,Riverside,Child,50,47
2022,92592,Riverside,Child,58,27.9
2022,92595,Riverside,Child,45,55.3
2022,92596,Riverside,Child,54,50.2
2022,92602,Orange,Child,26,30.1
2022,92604,Orange,Child,16,33.9
2022,92606,Orange,Child,16,32.8
2022,92612,Orange,Child,24,64.7
2022,92614,Orange,Child,20,40.6
2022,92618,Orange,Child,51,35
2022,92620,Orange,Child,35,24.3
2022,92626,Orange,Child,42,45.3
2022,92627,Orange,Child,61,44.7
2022,92630,Orange,Child,32,22.5
2022,92646,Orange,Child,37,39.7
2022,92647,Orange,Child,60,48.9
2022,92648,Orange,Child,26,36.2
2022,92649,Orange,Child,27,52.4
2022,92651,Orange,Child,14,45.7
2022,92656,Orange,Child,29,22.2
2022,92663,Orange,Child,15,63.1
2022,92672,Orange,Child,16,19.2
2022,92673,Orange,Child,17,20.7
2022,92675,Orange,Child,16,20
2022,92677,Orange,Child,32,26.5
2022,92683,Orange,Child,76,40.8
2022,92688,Orange,Child,34,32.6
2022,92691,Orange,Child,25,29.6
2022,92692,Orange,Child,15,18.2
2022,92694,Orange,Child,27,22.7
2022,92701,Orange,Child,108,65.7
2022,92703,Orange,Child,116,64.6
2022,92704,Orange,Child,137,59.6
2022,92705,Orange,Child,58,54.3
2022,92706,Orange,Child,77,81.5
2022,92707,Orange,Child,111,71.7
2022,92708,Orange,Child,40,42.4
2022,92780,Orange,Child,74,55.7
2022,92801,Orange,Child,143,92.5
2022,92802,Orange,Child,77,71.7
2022,92804,Orange,Child,127,57.2
2022,92805,Orange,Child,132,63.6
2022,92806,Orange,Child,58,63
2022,92807,Orange,Child,32,45.7
2022,92808,Orange,Child,12,29.5
2022,92821,Orange,Child,35,43.2
2022,92831,Orange,Child,31,46.9
2022,92832,Orange,Child,27,46.7
2022,92833,Orange,Child,47,39.9
2022,92835,Orange,Child,15,34.6
2022,92840,Orange,Child,67,50.5
2022,92841,Orange,Child,54,70
2022,92843,Orange,Child,88,78.3
2022,92844,Orange,Child,27,52
2022,92845,Orange,Child,14,47.9
2022,92860,Riverside,Child,19,42.6
2022,92865,Orange,Child,25,55.8
2022,92866,Orange,Child,16,50
2022,92867,Orange,Child,56,55.9
2022,92868,Orange,Child,43,84.1
2022,92869,Orange,Child,32,41.7
2022,92870,Orange,Child,74,64.3
2022,92878,Riverside,Child,14,32.4
2022,92879,Riverside,Child,45,36.1
2022,92880,Riverside,Child,68,35.3
2022,92881,Riverside,Child,36,48.4
2022,92882,Riverside,Child,70,39
2022,92883,Riverside,Child,42,43.6
2022,92886,Orange,Child,39,39.2
2022,93001,Ventura,Child,32,47.6
2022,93003,Ventura,Child,48,48.7
2022,93004,Ventura,Child,29,46.3
2022,93010,Ventura,Child,48,53.8
2022,93012,Ventura,Child,26,36.4
2022,93015,Ventura,Child,20,37.8
2022,93021,Ventura,Child,35,36.9
2022,93030,Ventura,Child,73,44.5
2022,93033,Ventura,Child,107,42.8
2022,93035,Ventura,Child,25,43.2
2022,93036,Ventura,Child,62,43.5
2022,93041,Ventura,Child,47,75.9
2022,93060,Ventura,Child,33,33.7
2022,93063,Ventura,Child,71,63.7
2022,93065,Ventura,Child,72,44.8
2022,93101,Santa Barbara,Child,14,25.3
2022,93117,Santa Barbara,Child,13,17.4
2022,93203,Kern,Child,27,36.6
2022,93204,Kings,Child,32,93.7
2022,93210,Fresno,Child,33,83.8
2022,93212,Kings,Child,29,58.3
2022,93215,Kern,Child,72,44.9
2022,93219,Tulare,Child,18,49.8
2022,93221,Tulare,Child,14,35.3
2022,93223,Tulare,Child,21,60.4
2022,93230,Kings,Child,144,73.6
2022,93234,Fresno,Child,18,73
2022,93241,Kern,Child,26,49.1
2022,93245,Kings,Child,77,67.5
2022,93247,Tulare,Child,24,39.2
2022,93250,Kern,Child,42,78.3
2022,93257,Tulare,Child,211,83.2
2022,93263,Kern,Child,22,33.3
2022,93270,Tulare,Child,17,95
2022,93274,Tulare,Child,165,68
2022,93277,Tulare,Child,67,49.9
2022,93280,Kern,Child,37,44.4
2022,93291,Tulare,Child,67,32.9
2022,93292,Tulare,Child,47,38.6
2022,93301,Kern,Child,38,93.3
2022,93304,Kern,Child,101,62.8
2022,93305,Kern,Child,68,52.1
2022,93306,Kern,Child,100,46.1
2022,93307,Kern,Child,157,50.1
2022,93308,Kern,Child,77,54.6
2022,93309,Kern,Child,66,41.3
2022,93311,Kern,Child,44,29.5
2022,93312,Kern,Child,47,29.9
2022,93313,Kern,Child,64,36.9
2022,93314,Kern,Child,17,17.5
2022,93420,San Luis Obispo,Child,22,41.2
2022,93422,San Luis Obispo,Child,21,31.7
2022,93433,San Luis Obispo,Child,12,46.3
2022,93434,Santa Barbara,Child,12,47.1
2022,93436,Santa Barbara,Child,65,49.2
2022,93444,San Luis Obispo,Child,16,31.8
2022,93445,San Luis Obispo,Child,15,97.2
2022,93446,San Luis Obispo,Child,32,30.8
2022,93454,Santa Barbara,Child,52,45.9
2022,93455,Santa Barbara,Child,27,27.9
2022,93458,Santa Barbara,Child,59,28.9
2022,93505,Kern,Child,24,70.7
2022,93514,Inyo,Child,12,44.9
2022,93534,Los Angeles,Child,159,137.2
2022,93535,Los Angeles,Child,368,155.6
2022,93536,Los Angeles,Child,140,85.1
2022,93543,Los Angeles,Child,32,89.4
2022,93550,Los Angeles,Child,301,124.6
2022,93551,Los Angeles,Child,105,81.9
2022,93552,Los Angeles,Child,88,73.6
2022,93555,Kern,Child,50,62.7
2022,93560,Kern,Child,49,88.6
2022,93561,Kern,Child,36,50.4
2022,93609,Fresno,Child,15,88
2022,93610,Madera,Child,36,70.3
2022,93611,Fresno,Child,65,61.1
2022,93612,Fresno,Child,72,75.7
2022,93615,Tulare,Child,21,107.4
2022,93618,Tulare,Child,70,67.2
2022,93619,Fresno,Child,65,48.4
2022,93620,Merced,Child,26,90.2
2022,93622,Fresno,Child,41,127.5
2022,93625,Fresno,Child,16,69.8
2022,93630,Fresno,Child,65,95
2022,93631,Fresno,Child,32,70.7
2022,93635,Merced,Child,123,83.7
2022,93636,Madera,Child,25,88.5
2022,93637,Madera,Child,130,105.1
2022,93638,Madera,Child,170,100.5
2022,93640,Fresno,Child,47,94.4
2022,93646,Fresno,Child,33,83.9
2022,93647,Tulare,Child,15,40.1
2022,93648,Fresno,Child,62,114.3
2022,93654,Fresno,Child,86,97
2022,93656,Fresno,Child,21,103.7
2022,93657,Fresno,Child,101,96.1
2022,93662,Fresno,Child,120,133.7
2022,93701,Fresno,Child,60,151.9
2022,93702,Fresno,Child,154,98.2
2022,93703,Fresno,Child,134,116.7
2022,93704,Fresno,Child,67,109.7
2022,93705,Fresno,Child,151,123.3
2022,93706,Fresno,Child,212,159.3
2022,93710,Fresno,Child,69,110.1
2022,93711,Fresno,Child,54,80.9
2022,93720,Fresno,Child,49,49.3
2022,93722,Fresno,Child,257,103.5
2022,93723,Fresno,Child,22,63.6
2022,93725,Fresno,Child,82,94.9
2022,93726,Fresno,Child,166,151
2022,93727,Fresno,Child,221,81.9
2022,93728,Fresno,Child,40,100
2022,93737,Fresno,Child,19,95.5
2022,93901,Monterey,Child,39,56.2
2022,93905,Monterey,Child,122,55.1
2022,93906,Monterey,Child,108,56.6
2022,93907,Monterey,Child,31,57.7
2022,93908,Monterey,Child,13,50.1
2022,93927,Monterey,Child,28,38.4
2022,93930,Monterey,Child,30,61.8
2022,93933,Monterey,Child,31,47.6
2022,93940,Monterey,Child,22,48.9
2022,93955,Monterey,Child,41,47.1
2022,93960,Monterey,Child,28,41.9
2022,94010,San Mateo,Child,21,23.5
2022,94014,San Mateo,Child,53,55.6
2022,94015,San Mateo,Child,52,46.8
2022,94025,San Mateo,Child,32,29.5
2022,94040,Santa Clara,Child,14,17.9
2022,94043,Santa Clara,Child,12,17.1
2022,94044,San Mateo,Child,26,37.4
2022,94061,San Mateo,Child,44,50.9
2022,94062,San Mateo,Child,12,23.3
2022,94063,San Mateo,Child,62,68.6
2022,94066,San Mateo,Child,35,39.8
2022,94070,San Mateo,Child,16,23.5
2022,94080,San Mateo,Child,56,41.2
2022,94086,Santa Clara,Child,26,20.3
2022,94087,Santa Clara,Child,22,16
2022,94089,Santa Clara,Child,20,38.8
2022,94102,San Francisco,Child,28,67.8
2022,94103,San Francisco,Child,26,59.6
2022,94105,San Francisco,Child,17,88.3
2022,94107,San Francisco,Child,32,75.2
2022,94109,San Francisco,Child,16,43.6
2022,94110,San Francisco,Child,84,82.1
2022,94112,San Francisco,Child,83,61.5
2022,94115,San Francisco,Child,29,76.6
2022,94116,San Francisco,Child,35,54.3
2022,94117,San Francisco,Child,17,38.5
2022,94118,San Francisco,Child,29,46.3
2022,94121,San Francisco,Child,27,44.5
2022,94122,San Francisco,Child,39,50
2022,94124,San Francisco,Child,96,104.9
2022,94131,San Francisco,Child,15,31.8
2022,94132,San Francisco,Child,26,72.7
2022,94133,San Francisco,Child,17,65.6
2022,94134,San Francisco,Child,66,87.1
2022,94303,Santa Clara,Child,87,69.1
2022,94401,San Mateo,Child,33,44.1
2022,94402,San Mateo,Child,13,22.9
2022,94403,San Mateo,Child,30,31.5
2022,94404,San Mateo,Child,15,19.6
2022,94501,Alameda,Child,71,59.2
2022,94503,Napa,Child,34,60.9
2022,94505,Contra Costa,Child,22,63.3
2022,94506,Contra Costa,Child,19,31.4
2022,94509,Contra Costa,Child,192,112.1
2022,94510,Solano,Child,17,36.9
2022,94513,Contra Costa,Child,92,50.1
2022,94518,Contra Costa,Child,24,44.2
2022,94519,Contra Costa,Child,19,48.8
2022,94520,Contra Costa,Child,38,37.5
2022,94521,Contra Costa,Child,34,42.4
2022,94523,Contra Costa,Child,23,37.6
2022,94526,Contra Costa,Child,25,39.3
2022,94530,Contra Costa,Child,24,51.7
2022,94531,Contra Costa,Child,94,84.2
2022,94533,Solano,Child,198,100
2022,94534,Solano,Child,46,49.6
2022,94536,Alameda,Child,47,26.2
2022,94538,Alameda,Child,49,32.2
2022,94539,Alameda,Child,19,18.4
2022,94541,Alameda,Child,85,49.7
2022,94544,Alameda,Child,102,49.1
2022,94545,Alameda,Child,36,49.6
2022,94546,Alameda,Child,40,45.5
2022,94547,Contra Costa,Child,21,40.3
2022,94549,Contra Costa,Child,17,30.6
2022,94550,Alameda,Child,31,29.6
2022,94551,Alameda,Child,34,35.7
2022,94553,Contra Costa,Child,35,39.9
2022,94555,Alameda,Child,23,23.1
2022,94558,Napa,Child,58,43.9
2022,94559,Napa,Child,18,28.7
2022,94560,Alameda,Child,42,36.4
2022,94561,Contra Costa,Child,85,70.3
2022,94563,Contra Costa,Child,15,48.1
2022,94564,Contra Costa,Child,33,101.2
2022,94565,Contra Costa,Child,218,81.6
2022,94566,Alameda,Child,21,24.6
2022,94568,Alameda,Child,40,20.9
2022,94572,Contra Costa,Child,26,129.7
2022,94577,Alameda,Child,68,67.5
2022,94578,Alameda,Child,53,54.8
2022,94579,Alameda,Child,13,30.7
2022,94580,Alameda,Child,17,26.1
2022,94582,Contra Costa,Child,30,21
2022,94583,Contra Costa,Child,24,27.2
2022,94585,Solano,Child,58,82
2022,94587,Alameda,Child,52,32.3
2022,94588,Alameda,Child,27,30.2
2022,94589,Solano,Child,54,74.5
2022,94590,Solano,Child,79,89.1
2022,94591,Solano,Child,90,79.2
2022,94595,Contra Costa,Child,12,78.6
2022,94596,Contra Costa,Child,15,43.7
2022,94597,Contra Costa,Child,12,27.4
2022,94598,Contra Costa,Child,16,38.5
2022,94601,Alameda,Child,127,91
2022,94602,Alameda,Child,34,54.6
2022,94603,Alameda,Child,82,81.6
2022,94605,Alameda,Child,115,115.5
2022,94606,Alameda,Child,65,89.7
2022,94607,Alameda,Child,53,88.8
2022,94608,Alameda,Child,61,120.3
2022,94609,Alameda,Child,31,83.9
2022,94610,Alameda,Child,25,53.2
2022,94611,Alameda,Child,28,39.9
2022,94612,Alameda,Child,23,89.8
2022,94619,Alameda,Child,40,83.8
2022,94621,Alameda,Child,112,102
2022,94702,Alameda,Child,22,76.7
2022,94703,Alameda,Child,15,43.1
2022,94801,Contra Costa,Child,106,113.1
2022,94803,Contra Costa,Child,27,59.2
2022,94804,Contra Costa,Child,99,88
2022,94805,Contra Costa,Child,21,67.6
2022,94806,Contra Costa,Child,128,81.9
2022,94901,Marin,Child,29,32.1
2022,94903,Marin,Child,14,25.9
2022,94928,Sonoma,Child,49,60.4
2022,94941,Marin,Child,16,25.9
2022,94947,Marin,Child,17,36.5
2022,94949,Marin,Child,14,37.3
2022,94952,Sonoma,Child,28,44.4
2022,94954,Sonoma,Child,31,39.3
2022,95003,Santa Cruz,Child,14,34
2022,95008,Santa Clara,Child,34,34.1
2022,95012,Monterey,Child,17,48.6
2022,95014,Santa Clara,Child,22,16.3
2022,95020,Santa Clara,Child,69,37.5
2022,95023,San Benito,Child,66,42.5
2022,95035,Santa Clara,Child,50,27.1
2022,95037,Santa Clara,Child,41,31.2
2022,95050,Santa Clara,Child,13,15.8
2022,95051,Santa Clara,Child,35,24
2022,95054,Santa Clara,Child,17,32
2022,95076,Santa Cruz,Child,109,46.7
2022,95110,Santa Clara,Child,28,57.2
2022,95111,Santa Clara,Child,64,39.2
2022,95112,Santa Clara,Child,36,32
2022,95116,Santa Clara,Child,60,41
2022,95117,Santa Clara,Child,25,32.8
2022,95118,Santa Clara,Child,25,32.1
2022,95120,Santa Clara,Child,21,31.4
2022,95121,Santa Clara,Child,26,30.5
2022,95122,Santa Clara,Child,68,43.9
2022,95123,Santa Clara,Child,55,35
2022,95124,Santa Clara,Child,36,31.7
2022,95125,Santa Clara,Child,38,30.9
2022,95126,Santa Clara,Child,19,23.7
2022,95127,Santa Clara,Child,58,37.1
2022,95128,Santa Clara,Child,19,24.2
2022,95129,Santa Clara,Child,15,19.9
2022,95130,Santa Clara,Child,13,42.1
2022,95131,Santa Clara,Child,21,28
2022,95132,Santa Clara,Child,32,39
2022,95133,Santa Clara,Child,21,30.3
2022,95136,Santa Clara,Child,41,36.8
2022,95138,Santa Clara,Child,15,29.5
2022,95148,Santa Clara,Child,39,38.2
2022,95202,San Joaquin,Child,22,131.3
2022,95203,San Joaquin,Child,76,151.6
2022,95204,San Joaquin,Child,62,93
2022,95205,San Joaquin,Child,125,96.4
2022,95206,San Joaquin,Child,187,87.2
2022,95207,San Joaquin,Child,123,91.7
2022,95209,San Joaquin,Child,85,81.1
2022,95210,San Joaquin,Child,103,83.6
2022,95212,San Joaquin,Child,29,36.2
2022,95215,San Joaquin,Child,33,49.6
2022,95219,San Joaquin,Child,40,57.8
2022,95240,San Joaquin,Child,93,70.7
2022,95242,San Joaquin,Child,36,61.2
2022,95252,Calaveras,Child,13,50
2022,95301,Merced,Child,73,65
2022,95304,San Joaquin,Child,23,65.1
2022,95307,Stanislaus,Child,78,59.8
2022,95315,Merced,Child,23,57
2022,95316,Stanislaus,Child,12,70.1
2022,95320,San Joaquin,Child,25,86.5
2022,95322,Merced,Child,20,76.5
2022,95330,San Joaquin,Child,52,56
2022,95334,Merced,Child,38,77.3
2022,95336,San Joaquin,Child,75,69.2
2022,95337,San Joaquin,Child,76,60.1
2022,95340,Merced,Child,76,82.2
2022,95341,Merced,Child,124,101
2022,95348,Merced,Child,105,104.7
2022,95350,Stanislaus,Child,92,74.5
2022,95351,Stanislaus,Child,141,96.2
2022,95354,Stanislaus,Child,44,66.1
2022,95355,Stanislaus,Child,69,48.9
2022,95356,Stanislaus,Child,47,60.5
2022,95357,Stanislaus,Child,31,108.1
2022,95358,Stanislaus,Child,64,69.9
2022,95360,Stanislaus,Child,22,56.8
2022,95361,Stanislaus,Child,41,50
2022,95363,Stanislaus,Child,36,42.1
2022,95366,San Joaquin,Child,19,43.7
2022,95367,Stanislaus,Child,42,60.2
2022,95368,Stanislaus,Child,20,57
2022,95370,Tuolumne,Child,30,67.1
2022,95376,San Joaquin,Child,84,59.8
2022,95377,San Joaquin,Child,53,48.9
2022,95380,Stanislaus,Child,85,72.4
2022,95382,Stanislaus,Child,54,63.7
2022,95386,Stanislaus,Child,21,68.9
2022,95388,Merced,Child,27,59.6
2022,95391,San Joaquin,Child,30,31.7
2022,95401,Sonoma,Child,30,35.7
2022,95403,Sonoma,Child,42,43.2
2022,95404,Sonoma,Child,25,31.6
2022,95407,Sonoma,Child,53,45.5
2022,95409,Sonoma,Child,22,51.9
2022,95422,Lake,Child,41,110.5
2022,95437,Mendocino,Child,12,48.2
2022,95448,Sonoma,Child,17,57.6
2022,95453,Lake,Child,15,69.9
2022,95476,Sonoma,Child,21,34
2022,95482,Mendocino,Child,60,78.7
2022,95490,Mendocino,Child,35,124.9
2022,95492,Sonoma,Child,17,28.7
2022,95501,Humboldt,Child,16,37.1
2022,95503,Humboldt,Child,23,49
2022,95519,Humboldt,Child,12,31.9
2022,95531,Del Norte,Child,31,66.8
2022,95540,Humboldt,Child,20,67.1
2022,95602,Placer,Child,13,43.4
2022,95603,Placer,Child,25,55
2022,95605,Yolo,Child,24,64
2022,95608,Sacramento,Child,62,54.4
2022,95610,Sacramento,Child,49,50.2
2022,95616,Yolo,Child,13,25.1
2022,95618,Yolo,Child,23,44.8
2022,95620,Solano,Child,35,64.5
2022,95621,Sacramento,Child,49,55.6
2022,95624,Sacramento,Child,59,35.9
2022,95628,Sacramento,Child,22,31
2022,95630,Sacramento,Child,66,34.8
2022,95632,Sacramento,Child,30,39
2022,95648,Placer,Child,32,23.2
2022,95660,Sacramento,Child,50,54.9
2022,95661,Placer,Child,22,33.5
2022,95662,Sacramento,Child,18,30.2
2022,95667,El Dorado,Child,42,64.2
2022,95670,Sacramento,Child,100,74.7
2022,95673,Sacramento,Child,28,75
2022,95677,Placer,Child,24,42.4
2022,95678,Placer,Child,45,42.4
2022,95682,El Dorado,Child,23,36.9
2022,95687,Solano,Child,115,81.2
2022,95688,Solano,Child,58,63.8
2022,95691,Yolo,Child,37,35.1
2022,95694,Yolo,Child,12,56.3
2022,95695,Yolo,Child,40,44.5
2022,95742,Sacramento,Child,18,29.9
2022,95746,Placer,Child,12,30.6
2022,95747,Placer,Child,72,32.5
2022,95757,Sacramento,Child,56,37.5
2022,95758,Sacramento,Child,65,41.5
2022,95762,El Dorado,Child,20,17.8
2022,95765,Placer,Child,28,25.1
2022,95776,Yolo,Child,45,56.7
2022,95815,Sacramento,Child,55,76.8
2022,95817,Sacramento,Child,33,112
2022,95818,Sacramento,Child,43,94.6
2022,95820,Sacramento,Child,71,75.9
2022,95821,Sacramento,Child,71,88.4
2022,95822,Sacramento,Child,50,44.3
2022,95823,Sacramento,Child,185,78.5
2022,95824,Sacramento,Child,72,77.4
2022,95825,Sacramento,Child,69,105.7
2022,95826,Sacramento,Child,53,71
2022,95827,Sacramento,Child,24,49.2
2022,95828,Sacramento,Child,107,65.6
2022,95829,Sacramento,Child,35,42.6
2022,95831,Sacramento,Child,31,41.3
2022,95832,Sacramento,Child,25,75.5
2022,95833,Sacramento,Child,64,63.1
2022,95834,Sacramento,Child,70,65.9
2022,95835,Sacramento,Child,56,45
2022,95838,Sacramento,Child,105,83.8
2022,95841,Sacramento,Child,34,66.4
2022,95842,Sacramento,Child,65,70.2
2022,95843,Sacramento,Child,59,47.9
2022,95864,Sacramento,Child,22,46.1
2022,95901,Yuba,Child,61,61.3
2022,95926,Butte,Child,34,50.1
2022,95928,Butte,Child,22,33.4
2022,95932,Colusa,Child,16,75
2022,95945,Nevada,Child,15,36.8
2022,95948,Butte,Child,12,43.7
2022,95961,Yuba,Child,58,57
2022,95963,Glenn,Child,22,52.3
2022,95965,Butte,Child,15,29.6
2022,95966,Butte,Child,26,42.7
2022,95973,Butte,Child,30,33.1
2022,95987,Colusa,Child,20,102.9
2022,95988,Glenn,Child,12,51.8
2022,95991,Sutter,Child,45,37.5
2022,95993,Sutter,Child,37,43.7
2022,96002,Shasta,Child,35,45.6
2022,96003,Shasta,Child,32,38.9
2022,96007,Shasta,Child,12,24.4
2022,96021,Tehama,Child,15,32.9
2022,96080,Tehama,Child,41,62.4
2022,96161,Nevada,Child,13,31
2022,90001,Los Angeles,Adult,163,44
2022,90002,Los Angeles,Adult,177,49.9
2022,90003,Los Angeles,Adult,323,64.6
2022,90004,Los Angeles,Adult,77,16.7
2022,90005,Los Angeles,Adult,69,18.2
2022,90006,Los Angeles,Adult,118,27.2
2022,90007,Los Angeles,Adult,65,22.3
2022,90008,Los Angeles,Adult,118,51.4
2022,90011,Los Angeles,Adult,276,39.8
2022,90012,Los Angeles,Adult,76,23.5
2022,90013,Los Angeles,Adult,108,69.8
2022,90014,Los Angeles,Adult,36,38.7
2022,90015,Los Angeles,Adult,45,17.3
2022,90016,Los Angeles,Adult,185,52.1
2022,90017,Los Angeles,Adult,76,32.9
2022,90018,Los Angeles,Adult,135,33.2
2022,90019,Los Angeles,Adult,133,26.9
2022,90020,Los Angeles,Adult,44,13.9
2022,90021,Los Angeles,Adult,48,83.6
2022,90022,Los Angeles,Adult,143,31.3
2022,90023,Los Angeles,Adult,155,46.5
2022,90024,Los Angeles,Adult,27,6
2022,90025,Los Angeles,Adult,22,5.6
2022,90026,Los Angeles,Adult,103,19
2022,90027,Los Angeles,Adult,62,16.2
2022,90028,Los Angeles,Adult,69,23
2022,90029,Los Angeles,Adult,71,26.4
2022,90031,Los Angeles,Adult,60,20.5
2022,90032,Los Angeles,Adult,122,38.2
2022,90033,Los Angeles,Adult,139,42.8
2022,90034,Los Angeles,Adult,83,17.7
2022,90035,Los Angeles,Adult,37,15.9
2022,90036,Los Angeles,Adult,32,9.8
2022,90037,Los Angeles,Adult,227,49.2
2022,90038,Los Angeles,Adult,59,24.9
2022,90039,Los Angeles,Adult,43,18.3
2022,90040,Los Angeles,Adult,29,33.1
2022,90041,Los Angeles,Adult,29,13.1
2022,90042,Los Angeles,Adult,107,25.3
2022,90043,Los Angeles,Adult,188,53.8
2022,90044,Los Angeles,Adult,389,56.5
2022,90045,Los Angeles,Adult,40,11.9
2022,90046,Los Angeles,Adult,32,7.2
2022,90047,Los Angeles,Adult,251,65
2022,90048,Los Angeles,Adult,21,10.1
2022,90049,Los Angeles,Adult,18,5.3
2022,90056,Los Angeles,Adult,12,14.8
2022,90057,Los Angeles,Adult,104,29.2
2022,90059,Los Angeles,Adult,217,78.2
2022,90061,Los Angeles,Adult,137,71.6
2022,90062,Los Angeles,Adult,108,45.6
2022,90063,Los Angeles,Adult,103,27.3
2022,90064,Los Angeles,Adult,36,18.1
2022,90065,Los Angeles,Adult,54,16.5
2022,90066,Los Angeles,Adult,64,15.2
2022,90201,Los Angeles,Adult,194,29.9
2022,90220,Los Angeles,Adult,164,45.2
2022,90221,Los Angeles,Adult,184,48.9
2022,90222,Los Angeles,Adult,129,56.2
2022,90230,Los Angeles,Adult,38,13.9
2022,90232,Los Angeles,Adult,32,20.1
2022,90240,Los Angeles,Adult,36,19.3
2022,90241,Los Angeles,Adult,63,18.5
2022,90242,Los Angeles,Adult,67,20.3
2022,90245,Los Angeles,Adult,13,10.6
2022,90247,Los Angeles,Adult,125,34.7
2022,90248,Los Angeles,Adult,19,25.4
2022,90249,Los Angeles,Adult,79,37.4
2022,90250,Los Angeles,Adult,271,36.6
2022,90255,Los Angeles,Adult,168,33.6
2022,90260,Los Angeles,Adult,61,23.7
2022,90262,Los Angeles,Adult,159,35.3
2022,90266,Los Angeles,Adult,24,8.7
2022,90270,Los Angeles,Adult,32,17.6
2022,90275,Los Angeles,Adult,19,5.5
2022,90277,Los Angeles,Adult,21,8.1
2022,90278,Los Angeles,Adult,34,11
2022,90280,Los Angeles,Adult,139,20.3
2022,90291,Los Angeles,Adult,32,13.5
2022,90292,Los Angeles,Adult,30,11.3
2022,90301,Los Angeles,Adult,87,31.9
2022,90302,Los Angeles,Adult,89,40.8
2022,90303,Los Angeles,Adult,55,31.9
2022,90304,Los Angeles,Adult,55,27.3
2022,90305,Los Angeles,Adult,60,55.9
2022,90401,Los Angeles,Adult,20,27.4
2022,90403,Los Angeles,Adult,18,8.4
2022,90404,Los Angeles,Adult,33,16.2
2022,90405,Los Angeles,Adult,25,11.4
2022,90501,Los Angeles,Adult,70,21
2022,90502,Los Angeles,Adult,27,18.3
2022,90503,Los Angeles,Adult,47,13.8
